,id,season,stage,date,match_api_id,home_team_goal,away_team_goal,home_team,away_team,league
19515,19516,2015/2016,22,2016-02-14,2016000,1,3,CS Marítimo,SC Braga,Portugal Liga ZON Sagres
19516,19517,2015/2016,22,2016-02-15,2016001,1,1,Rio Ave FC,FC Paços de Ferreira,Portugal Liga ZON Sagres
19517,19518,2015/2016,22,2016-02-14,2016002,3,0,FC Arouca,Uniao da Madeira,Portugal Liga ZON Sagres
19518,19519,2015/2016,22,2016-02-12,2016003,1,2,SL Benfica,FC Porto,Portugal Liga ZON Sagres
19519,19520,2015/2016,22,2016-02-14,2016004,2,1,Estoril Praia,Tondela,Portugal Liga ZON Sagres
19520,19521,2015/2016,22,2016-02-13,2016005,2,2,Vitória Guimarães,Vitória Setúbal,Portugal Liga ZON Sagres
19521,19522,2015/2016,22,2016-02-13,2016006,0,4,CD Nacional,Sporting CP,Portugal Liga ZON Sagres
19522,19523,2015/2016,23,2016-02-21,2016007,0,2,CF Os Belenenses,FC Arouca,Portugal Liga ZON Sagres
19523,19524,2015/2016,23,2016-02-20,2016008,1,3,FC Paços de Ferreira,SL Benfica,Portugal Liga ZON Sagres
19524,19525,2015/2016,23,2016-02-22,2016009,2,0,Sporting CP,Boavista FC,Portugal Liga ZON Sagres
19525,19526,2015/2016,23,2016-02-19,2016010,1,1,Uniao da Madeira,Estoril Praia,Portugal Liga ZON Sagres
19526,19527,2015/2016,23,2016-02-21,2016011,3,4,Tondela,CS Marítimo,Portugal Liga ZON Sagres
19527,19528,2015/2016,23,2016-02-21,2016012,3,2,FC Porto,Moreirense FC,Portugal Liga ZON Sagres
19528,19529,2015/2016,23,2016-02-21,2016013,1,1,Vitória Setúbal,CD Nacional,Portugal Liga ZON Sagres
19529,19530,2015/2016,23,2016-02-20,2016014,0,2,Académica de Coimbra,Rio Ave FC,Portugal Liga ZON Sagres
19530,19531,2015/2016,23,2016-02-21,2016015,3,3,SC Braga,Vitória Guimarães,Portugal Liga ZON Sagres
19531,19532,2015/2016,24,2016-02-28,2016016,1,0,CS Marítimo,Académica de Coimbra,Portugal Liga ZON Sagres
19532,19533,2015/2016,24,2016-02-26,2016017,3,0,CD Nacional,FC Paços de Ferreira,Portugal Liga ZON Sagres
19533,19534,2015/2016,24,2016-02-27,2016018,0,0,FC Arouca,SC Braga,Portugal Liga ZON Sagres
19534,19535,2015/2016,24,2016-02-28,2016019,1,2,CF Os Belenenses,FC Porto,Portugal Liga ZON Sagres
19535,19536,2015/2016,24,2016-02-29,2016020,2,0,SL Benfica,Uniao da Madeira,Portugal Liga ZON Sagres
19536,19537,2015/2016,24,2016-02-27,2016021,1,2,Boavista FC,Rio Ave FC,Portugal Liga ZON Sagres
19537,19538,2015/2016,24,2016-02-27,2016022,3,0,Estoril Praia,Vitória Setúbal,Portugal Liga ZON Sagres
19538,19539,2015/2016,24,2016-02-29,2016023,0,0,Vitória Guimarães,Sporting CP,Portugal Liga ZON Sagres
19539,19540,2015/2016,24,2016-02-28,2016024,1,2,Moreirense FC,Tondela,Portugal Liga ZON Sagres
19540,19541,2015/2016,25,2016-03-06,2016025,0,1,Tondela,FC Arouca,Portugal Liga ZON Sagres
19541,19542,2015/2016,25,2016-03-06,2016026,0,0,Uniao da Madeira,CF Os Belenenses,Portugal Liga ZON Sagres
19542,19543,2015/2016,25,2016-03-05,2016027,0,1,Sporting CP,SL Benfica,Portugal Liga ZON Sagres
19543,19544,2015/2016,25,2016-03-07,2016028,1,3,Rio Ave FC,Estoril Praia,Portugal Liga ZON Sagres
19544,19545,2015/2016,25,2016-03-06,2016029,0,1,Vitória Setúbal,Moreirense FC,Portugal Liga ZON Sagres
19545,19546,2015/2016,25,2016-03-06,2016030,2,0,Académica de Coimbra,Vitória Guimarães,Portugal Liga ZON Sagres
19546,19547,2015/2016,25,2016-03-06,2016031,0,1,Boavista FC,CD Nacional,Portugal Liga ZON Sagres
19547,19548,2015/2016,25,2016-03-06,2016032,3,1,SC Braga,FC Porto,Portugal Liga ZON Sagres
19548,19549,2015/2016,25,2016-03-04,2016033,2,2,FC Paços de Ferreira,CS Marítimo,Portugal Liga ZON Sagres
19549,19550,2015/2016,26,2016-03-13,2016034,2,2,Moreirense FC,Académica de Coimbra,Portugal Liga ZON Sagres
19550,19551,2015/2016,26,2016-03-11,2016035,0,3,CS Marítimo,Boavista FC,Portugal Liga ZON Sagres
19551,19552,2015/2016,26,2016-03-13,2016036,0,1,Vitória Guimarães,FC Paços de Ferreira,Portugal Liga ZON Sagres
19552,19553,2015/2016,26,2016-03-13,2016037,1,0,FC Arouca,Vitória Setúbal,Portugal Liga ZON Sagres
19553,19554,2015/2016,26,2016-03-13,2016038,3,0,CF Os Belenenses,SC Braga,Portugal Liga ZON Sagres
19554,19555,2015/2016,26,2016-03-14,2016039,4,1,SL Benfica,Tondela,Portugal Liga ZON Sagres
19555,19556,2015/2016,26,2016-03-12,2016040,1,2,Estoril Praia,Sporting CP,Portugal Liga ZON Sagres
19556,19557,2015/2016,26,2016-03-13,2016041,1,0,CD Nacional,Rio Ave FC,Portugal Liga ZON Sagres
19557,19558,2015/2016,26,2016-03-12,2016042,3,2,FC Porto,Uniao da Madeira,Portugal Liga ZON Sagres
19558,19559,2015/2016,27,2016-03-19,2016043,5,1,Sporting CP,FC Arouca,Portugal Liga ZON Sagres
19559,19560,2015/2016,27,2016-03-20,2016044,2,2,Tondela,CF Os Belenenses,Portugal Liga ZON Sagres
19560,19561,2015/2016,27,2016-03-20,2016045,0,1,Boavista FC,SL Benfica,Portugal Liga ZON Sagres
19561,19562,2015/2016,27,2016-03-20,2016046,3,2,CD Nacional,Vitória Guimarães,Portugal Liga ZON Sagres
19562,19563,2015/2016,27,2016-03-18,2016047,1,0,Rio Ave FC,CS Marítimo,Portugal Liga ZON Sagres
19563,19564,2015/2016,27,2016-03-19,2016048,0,1,Vitória Setúbal,FC Porto,Portugal Liga ZON Sagres
19564,19565,2015/2016,27,2016-03-20,2016049,0,3,Académica de Coimbra,Estoril Praia,Portugal Liga ZON Sagres
19565,19566,2015/2016,27,2016-03-20,2016050,2,0,SC Braga,Uniao da Madeira,Portugal Liga ZON Sagres
19566,19567,2015/2016,27,2016-03-20,2016051,0,0,FC Paços de Ferreira,Moreirense FC,Portugal Liga ZON Sagres
19567,19568,2015/2016,28,2016-04-02,2016052,3,2,FC Arouca,Académica de Coimbra,Portugal Liga ZON Sagres
19568,19569,2015/2016,28,2016-04-02,2016053,1,1,Vitória Guimarães,Boavista FC,Portugal Liga ZON Sagres
19569,19570,2015/2016,28,2016-04-03,2016054,2,2,Uniao da Madeira,Vitória Setúbal,Portugal Liga ZON Sagres
19570,19571,2015/2016,28,2016-04-04,2016055,2,5,CF Os Belenenses,Sporting CP,Portugal Liga ZON Sagres
19571,19572,2015/2016,28,2016-04-01,2016056,5,1,SL Benfica,SC Braga,Portugal Liga ZON Sagres
19572,19573,2015/2016,28,2016-04-03,2016057,1,0,Estoril Praia,FC Paços de Ferreira,Portugal Liga ZON Sagres
19573,19574,2015/2016,28,2016-04-02,2016058,2,0,CS Marítimo,CD Nacional,Portugal Liga ZON Sagres
19574,19575,2015/2016,28,2016-04-03,2016059,0,1,Moreirense FC,Rio Ave FC,Portugal Liga ZON Sagres
19575,19576,2015/2016,28,2016-04-04,2016060,0,1,FC Porto,Tondela,Portugal Liga ZON Sagres
19576,19577,2015/2016,29,2016-04-08,2016061,0,0,Boavista FC,FC Arouca,Portugal Liga ZON Sagres
19577,19578,2015/2016,29,2016-04-10,2016062,0,1,Vitória Setúbal,CF Os Belenenses,Portugal Liga ZON Sagres
19578,19579,2015/2016,29,2016-04-10,2016063,4,1,CD Nacional,Estoril Praia,Portugal Liga ZON Sagres
19579,19580,2015/2016,29,2016-04-11,2016064,2,0,Rio Ave FC,Vitória Guimarães,Portugal Liga ZON Sagres
19580,19581,2015/2016,29,2016-04-09,2016065,3,1,Sporting CP,CS Marítimo,Portugal Liga ZON Sagres
19581,19582,2015/2016,29,2016-04-09,2016066,1,2,Académica de Coimbra,SL Benfica,Portugal Liga ZON Sagres
19582,19583,2015/2016,29,2016-04-10,2016067,1,1,SC Braga,Moreirense FC,Portugal Liga ZON Sagres
19583,19584,2015/2016,29,2016-04-10,2016068,1,0,FC Paços de Ferreira,FC Porto,Portugal Liga ZON Sagres
19584,19585,2015/2016,29,2016-04-10,2016069,1,0,Tondela,Uniao da Madeira,Portugal Liga ZON Sagres
19585,19586,2015/2016,3,2015-08-30,2015827,1,3,Académica de Coimbra,Sporting CP,Portugal Liga ZON Sagres
19586,19587,2015/2016,3,2015-08-31,2015828,1,1,CF Os Belenenses,CS Marítimo,Portugal Liga ZON Sagres
19587,19588,2015/2016,3,2015-08-29,2015829,3,2,SL Benfica,Moreirense FC,Portugal Liga ZON Sagres
19588,19589,2015/2016,3,2015-08-30,2015830,1,1,FC Paços de Ferreira,FC Arouca,Portugal Liga ZON Sagres
19589,19590,2015/2016,3,2015-08-30,2015831,4,0,SC Braga,Boavista FC,Portugal Liga ZON Sagres
19590,19591,2015/2016,3,2015-08-29,2015832,2,0,FC Porto,Estoril Praia,Portugal Liga ZON Sagres
19591,19592,2015/2016,3,2015-08-31,2015833,0,0,Uniao da Madeira,Vitória Guimarães,Portugal Liga ZON Sagres
19592,19593,2015/2016,3,2015-08-30,2015834,1,0,Tondela,CD Nacional,Portugal Liga ZON Sagres
19593,19594,2015/2016,3,2015-08-29,2015835,2,2,Vitória Setúbal,Rio Ave FC,Portugal Liga ZON Sagres
19594,19595,2015/2016,30,2016-04-17,2016070,1,1,CF Os Belenenses,Académica de Coimbra,Portugal Liga ZON Sagres
19595,19596,2015/2016,30,2016-04-16,2016071,1,0,Estoril Praia,Boavista FC,Portugal Liga ZON Sagres
19596,19597,2015/2016,30,2016-04-17,2016072,3,4,Uniao da Madeira,FC Paços de Ferreira,Portugal Liga ZON Sagres
19597,19598,2015/2016,30,2016-04-17,2016073,3,0,CS Marítimo,Vitória Guimarães,Portugal Liga ZON Sagres
19598,19599,2015/2016,30,2016-04-17,2016074,4,0,FC Porto,CD Nacional,Portugal Liga ZON Sagres
19599,19600,2015/2016,30,2016-04-16,2016075,0,0,FC Arouca,Rio Ave FC,Portugal Liga ZON Sagres
19600,19601,2015/2016,30,2016-04-18,2016076,2,1,SL Benfica,Vitória Setúbal,Portugal Liga ZON Sagres
19601,19602,2015/2016,30,2016-04-18,2016077,3,0,SC Braga,Tondela,Portugal Liga ZON Sagres
19602,19603,2015/2016,30,2016-04-16,2016078,0,1,Moreirense FC,Sporting CP,Portugal Liga ZON Sagres
19603,19604,2015/2016,31,2016-04-24,2016079,1,2,CS Marítimo,FC Arouca,Portugal Liga ZON Sagres
19604,19605,2015/2016,31,2016-04-22,2016080,1,0,Boavista FC,CF Os Belenenses,Portugal Liga ZON Sagres
19605,19606,2015/2016,31,2016-04-24,2016081,0,1,Rio Ave FC,SL Benfica,Portugal Liga ZON Sagres
19606,19607,2015/2016,31,2016-04-23,2016082,1,0,FC Paços de Ferreira,SC Braga,Portugal Liga ZON Sagres
19607,19608,2015/2016,31,2016-04-24,2016083,1,1,Vitória Guimarães,Estoril Praia,Portugal Liga ZON Sagres
19608,19609,2015/2016,31,2016-04-24,2016084,0,1,CD Nacional,Moreirense FC,Portugal Liga ZON Sagres
19609,19610,2015/2016,31,2016-04-23,2016085,1,2,Académica de Coimbra,FC Porto,Portugal Liga ZON Sagres
19610,19611,2015/2016,31,2016-04-24,2016086,0,1,Vitória Setúbal,Tondela,Portugal Liga ZON Sagres
19611,19612,2015/2016,31,2016-04-23,2016087,2,0,Sporting CP,Uniao da Madeira,Portugal Liga ZON Sagres
19612,19613,2015/2016,32,2016-05-01,2016088,3,1,Uniao da Madeira,Académica de Coimbra,Portugal Liga ZON Sagres
19613,19614,2015/2016,32,2016-05-01,2016089,1,1,Moreirense FC,Boavista FC,Portugal Liga ZON Sagres
19614,19615,2015/2016,32,2016-04-30,2016090,1,1,Tondela,Rio Ave FC,Portugal Liga ZON Sagres
19615,19616,2015/2016,32,2016-05-01,2016091,3,0,FC Arouca,CD Nacional,Portugal Liga ZON Sagres
19616,19617,2015/2016,32,2016-04-30,2016092,0,2,CF Os Belenenses,FC Paços de Ferreira,Portugal Liga ZON Sagres
19617,19618,2015/2016,32,2016-04-29,2016093,1,0,SL Benfica,Vitória Guimarães,Portugal Liga ZON Sagres
19618,19619,2015/2016,32,2016-04-29,2016094,3,2,SC Braga,Vitória Setúbal,Portugal Liga ZON Sagres
19619,19620,2015/2016,32,2016-05-01,2016095,2,1,Estoril Praia,CS Marítimo,Portugal Liga ZON Sagres
19620,19621,2015/2016,32,2016-04-30,2016096,1,3,FC Porto,Sporting CP,Portugal Liga ZON Sagres
19621,19622,2015/2016,33,2016-05-09,2016097,1,1,Estoril Praia,FC Arouca,Portugal Liga ZON Sagres
19622,19623,2015/2016,33,2016-05-08,2016098,2,2,CD Nacional,CF Os Belenenses,Portugal Liga ZON Sagres
19623,19624,2015/2016,33,2016-05-08,2016099,0,2,CS Marítimo,SL Benfica,Portugal Liga ZON Sagres
19624,19625,2015/2016,33,2016-05-07,2016100,1,3,Rio Ave FC,FC Porto,Portugal Liga ZON Sagres
19625,19626,2015/2016,33,2016-05-07,2016101,5,0,Sporting CP,Vitória Setúbal,Portugal Liga ZON Sagres
19626,19627,2015/2016,33,2016-05-07,2016102,0,0,Académica de Coimbra,SC Braga,Portugal Liga ZON Sagres
19627,19628,2015/2016,33,2016-05-08,2016103,1,0,Boavista FC,Uniao da Madeira,Portugal Liga ZON Sagres
19628,19629,2015/2016,33,2016-05-06,2016104,1,4,FC Paços de Ferreira,Tondela,Portugal Liga ZON Sagres
19629,19630,2015/2016,33,2016-05-08,2016105,4,1,Vitória Guimarães,Moreirense FC,Portugal Liga ZON Sagres
19630,19631,2015/2016,34,2016-05-14,2016106,2,0,Tondela,Académica de Coimbra,Portugal Liga ZON Sagres
19631,19632,2015/2016,34,2016-05-14,2016107,4,0,FC Porto,Boavista FC,Portugal Liga ZON Sagres
19632,19633,2015/2016,34,2016-05-14,2016108,0,0,Vitória Setúbal,FC Paços de Ferreira,Portugal Liga ZON Sagres
19633,19634,2015/2016,34,2016-05-15,2016109,2,1,Moreirense FC,CS Marítimo,Portugal Liga ZON Sagres
19634,19635,2015/2016,34,2016-05-14,2016110,1,2,Uniao da Madeira,Rio Ave FC,Portugal Liga ZON Sagres
19635,19636,2015/2016,34,2016-05-14,2016111,2,2,FC Arouca,Vitória Guimarães,Portugal Liga ZON Sagres
19636,19637,2015/2016,34,2016-05-14,2016112,2,1,CF Os Belenenses,Estoril Praia,Portugal Liga ZON Sagres
19637,19638,2015/2016,34,2016-05-15,2016113,4,1,SL Benfica,CD Nacional,Portugal Liga ZON Sagres
19638,19639,2015/2016,34,2016-05-15,2016114,0,4,SC Braga,Sporting CP,Portugal Liga ZON Sagres
19639,19640,2015/2016,4,2015-09-12,2015836,1,3,FC Arouca,FC Porto,Portugal Liga ZON Sagres
19640,19641,2015/2016,4,2015-09-14,2015837,0,1,Boavista FC,FC Paços de Ferreira,Portugal Liga ZON Sagres
19641,19642,2015/2016,4,2015-09-13,2015838,1,0,Vitória Guimarães,Tondela,Portugal Liga ZON Sagres
19642,19643,2015/2016,4,2015-09-13,2015839,5,2,CS Marítimo,Vitória Setúbal,Portugal Liga ZON Sagres
19643,19644,2015/2016,4,2015-09-13,2015840,0,0,Moreirense FC,Uniao da Madeira,Portugal Liga ZON Sagres
19644,19645,2015/2016,4,2015-09-13,2015841,1,2,Rio Ave FC,Sporting CP,Portugal Liga ZON Sagres
19645,19646,2015/2016,4,2015-09-13,2015842,2,0,CD Nacional,Académica de Coimbra,Portugal Liga ZON Sagres
19646,19647,2015/2016,4,2015-09-11,2015843,6,0,SL Benfica,CF Os Belenenses,Portugal Liga ZON Sagres
19647,19648,2015/2016,4,2015-09-12,2015844,1,0,Estoril Praia,SC Braga,Portugal Liga ZON Sagres
19648,19649,2015/2016,5,2015-09-20,2015845,0,2,Académica de Coimbra,Boavista FC,Portugal Liga ZON Sagres
19649,19650,2015/2016,5,2015-09-21,2015846,2,0,CF Os Belenenses,Moreirense FC,Portugal Liga ZON Sagres
19650,19651,2015/2016,5,2015-09-21,2015847,5,1,SC Braga,CS Marítimo,Portugal Liga ZON Sagres
19651,19652,2015/2016,5,2015-09-19,2015848,0,3,FC Paços de Ferreira,Rio Ave FC,Portugal Liga ZON Sagres
19652,19653,2015/2016,5,2015-09-20,2015849,0,0,Uniao da Madeira,FC Arouca,Portugal Liga ZON Sagres
19653,19654,2015/2016,5,2015-09-20,2015850,1,0,FC Porto,SL Benfica,Portugal Liga ZON Sagres
19654,19655,2015/2016,5,2015-09-19,2015851,0,1,Tondela,Estoril Praia,Portugal Liga ZON Sagres
19655,19656,2015/2016,5,2015-09-18,2015852,2,2,Vitória Setúbal,Vitória Guimarães,Portugal Liga ZON Sagres
19656,19657,2015/2016,5,2015-09-21,2015853,1,0,Sporting CP,CD Nacional,Portugal Liga ZON Sagres
19657,19658,2015/2016,6,2015-09-27,2015854,2,2,FC Arouca,CF Os Belenenses,Portugal Liga ZON Sagres
19658,19659,2015/2016,6,2015-09-26,2015855,3,0,SL Benfica,FC Paços de Ferreira,Portugal Liga ZON Sagres
19659,19660,2015/2016,6,2015-09-26,2015856,0,0,Boavista FC,Sporting CP,Portugal Liga ZON Sagres
19660,19661,2015/2016,6,2015-09-27,2015857,2,1,Estoril Praia,Uniao da Madeira,Portugal Liga ZON Sagres
19661,19662,2015/2016,6,2015-09-27,2015858,1,0,CS Marítimo,Tondela,Portugal Liga ZON Sagres
19662,19663,2015/2016,6,2015-09-25,2015859,2,2,Moreirense FC,FC Porto,Portugal Liga ZON Sagres
19663,19664,2015/2016,6,2015-09-27,2015860,1,1,CD Nacional,Vitória Setúbal,Portugal Liga ZON Sagres
19664,19665,2015/2016,6,2015-09-28,2015861,1,0,Rio Ave FC,Académica de Coimbra,Portugal Liga ZON Sagres
19665,19666,2015/2016,6,2015-09-27,2015862,0,1,Vitória Guimarães,SC Braga,Portugal Liga ZON Sagres
19666,19667,2015/2016,7,2015-10-03,2015863,1,0,Académica de Coimbra,CS Marítimo,Portugal Liga ZON Sagres
19667,19668,2015/2016,7,2015-10-03,2015864,3,1,FC Paços de Ferreira,CD Nacional,Portugal Liga ZON Sagres
19668,19669,2015/2016,7,2015-10-04,2015865,0,0,SC Braga,FC Arouca,Portugal Liga ZON Sagres
19669,19670,2015/2016,7,2015-10-04,2015866,4,0,FC Porto,CF Os Belenenses,Portugal Liga ZON Sagres
19670,19671,2015/2016,7,2015-12-15,2015867,0,0,Uniao da Madeira,SL Benfica,Portugal Liga ZON Sagres
19671,19672,2015/2016,7,2015-10-03,2015868,1,0,Rio Ave FC,Boavista FC,Portugal Liga ZON Sagres
19672,19673,2015/2016,7,2015-10-02,2015869,1,0,Vitória Setúbal,Estoril Praia,Portugal Liga ZON Sagres
19673,19674,2015/2016,7,2015-10-04,2015870,5,1,Sporting CP,Vitória Guimarães,Portugal Liga ZON Sagres
19674,19675,2015/2016,7,2015-10-03,2015871,1,1,Tondela,Moreirense FC,Portugal Liga ZON Sagres
19675,19676,2015/2016,8,2015-10-25,2015872,1,1,FC Arouca,Tondela,Portugal Liga ZON Sagres
19676,19677,2015/2016,8,2015-10-26,2015873,1,0,CF Os Belenenses,Uniao da Madeira,Portugal Liga ZON Sagres
19677,19678,2015/2016,8,2015-10-25,2015874,0,3,SL Benfica,Sporting CP,Portugal Liga ZON Sagres
19678,19679,2015/2016,8,2015-10-24,2015875,2,2,Estoril Praia,Rio Ave FC,Portugal Liga ZON Sagres
19679,19680,2015/2016,8,2015-10-25,2015876,0,2,Moreirense FC,Vitória Setúbal,Portugal Liga ZON Sagres
19680,19681,2015/2016,8,2015-10-24,2015877,1,1,Vitória Guimarães,Académica de Coimbra,Portugal Liga ZON Sagres
19681,19682,2015/2016,8,2015-10-23,2015878,0,0,CD Nacional,Boavista FC,Portugal Liga ZON Sagres
19682,19683,2015/2016,8,2015-10-25,2015879,0,0,FC Porto,SC Braga,Portugal Liga ZON Sagres
19683,19684,2015/2016,8,2015-10-24,2015880,0,2,CS Marítimo,FC Paços de Ferreira,Portugal Liga ZON Sagres
19684,19685,2015/2016,9,2015-11-01,2015881,1,1,Académica de Coimbra,Moreirense FC,Portugal Liga ZON Sagres
19685,19686,2015/2016,9,2015-11-01,2015882,0,1,Boavista FC,CS Marítimo,Portugal Liga ZON Sagres
19686,19687,2015/2016,9,2015-11-02,2015883,0,1,FC Paços de Ferreira,Vitória Guimarães,Portugal Liga ZON Sagres
19687,19688,2015/2016,9,2015-11-01,2015884,0,0,Vitória Setúbal,FC Arouca,Portugal Liga ZON Sagres
19688,19689,2015/2016,9,2015-10-31,2015885,4,0,SC Braga,CF Os Belenenses,Portugal Liga ZON Sagres
19689,19690,2015/2016,9,2015-10-30,2015886,0,4,Tondela,SL Benfica,Portugal Liga ZON Sagres
19690,19691,2015/2016,9,2015-10-31,2015887,1,0,Sporting CP,Estoril Praia,Portugal Liga ZON Sagres
19691,19692,2015/2016,9,2015-11-01,2015888,1,0,Rio Ave FC,CD Nacional,Portugal Liga ZON Sagres
19692,19693,2015/2016,9,2015-12-02,2015889,0,4,Uniao da Madeira,FC Porto,Portugal Liga ZON Sagres
19693,19694,2008/2009,1,2008-08-09,489981,0,1,Falkirk,Rangers,Scotland Premier League
19694,19695,2008/2009,1,2008-08-09,489982,3,2,Heart of Midlothian,Motherwell,Scotland Premier League
19695,19696,2008/2009,1,2008-08-09,489983,1,0,Kilmarnock,Hibernian,Scotland Premier League
19696,19697,2008/2009,1,2008-08-09,489984,0,2,Aberdeen,Inverness Caledonian Thistle,Scotland Premier League
19697,19698,2008/2009,1,2008-08-10,489985,1,0,Celtic,St. Mirren,Scotland Premier League
19698,19699,2008/2009,1,2008-08-11,489986,3,1,Hamilton Academical FC,Dundee United,Scotland Premier League
19699,19700,2008/2009,10,2008-10-25,490035,4,2,Celtic,Hibernian,Scotland Premier League
19700,19701,2008/2009,10,2008-10-25,490036,2,0,Dundee United,St. Mirren,Scotland Premier League
19701,19702,2008/2009,10,2008-10-25,490037,1,1,Heart of Midlothian,Aberdeen,Scotland Premier League
19702,19703,2008/2009,10,2008-10-25,490038,1,2,Kilmarnock,Falkirk,Scotland Premier League
19703,19704,2008/2009,10,2008-10-25,490039,1,2,Inverness Caledonian Thistle,Motherwell,Scotland Premier League
19704,19705,2008/2009,10,2008-10-25,490040,1,3,Hamilton Academical FC,Rangers,Scotland Premier League
19705,19706,2008/2009,11,2008-11-01,490041,5,0,Rangers,Inverness Caledonian Thistle,Scotland Premier League
19706,19707,2008/2009,11,2008-11-01,490042,2,0,Motherwell,Hamilton Academical FC,Scotland Premier League
19707,19708,2008/2009,11,2008-11-02,490043,0,2,Heart of Midlothian,Celtic,Scotland Premier League
19708,19709,2008/2009,11,2008-11-01,490044,1,0,Aberdeen,Kilmarnock,Scotland Premier League
19709,19710,2008/2009,11,2008-11-01,490045,0,0,St. Mirren,Hibernian,Scotland Premier League
19710,19711,2008/2009,11,2008-11-01,490046,0,0,Falkirk,Dundee United,Scotland Premier League
19711,19712,2008/2009,12,2008-11-08,490047,2,0,Celtic,Motherwell,Scotland Premier League
19712,19713,2008/2009,12,2008-11-08,490048,2,1,Dundee United,Aberdeen,Scotland Premier League
19713,19714,2008/2009,12,2008-11-08,490049,1,2,Hibernian,Inverness Caledonian Thistle,Scotland Premier League
19714,19715,2008/2009,12,2008-11-09,490050,0,4,Kilmarnock,Rangers,Scotland Premier League
19715,19716,2008/2009,12,2008-11-08,490051,0,1,St. Mirren,Heart of Midlothian,Scotland Premier League
19716,19717,2008/2009,12,2008-11-08,490052,1,1,Hamilton Academical FC,Falkirk,Scotland Premier League
19717,19718,2008/2009,13,2008-11-12,490053,3,0,Celtic,Kilmarnock,Scotland Premier League
19718,19719,2008/2009,13,2008-11-12,490054,2,0,Dundee United,Hibernian,Scotland Premier League
19719,19720,2008/2009,13,2008-11-12,490055,0,0,Motherwell,Rangers,Scotland Premier League
19720,19721,2008/2009,13,2008-11-12,490056,1,0,Heart of Midlothian,Hamilton Academical FC,Scotland Premier League
19721,19722,2008/2009,13,2008-11-11,490057,2,0,Aberdeen,St. Mirren,Scotland Premier League
19722,19723,2008/2009,13,2008-11-12,490058,1,1,Inverness Caledonian Thistle,Falkirk,Scotland Premier League
19723,19724,2008/2009,14,2008-11-15,490059,2,1,Rangers,St. Mirren,Scotland Premier League
19724,19725,2008/2009,14,2008-11-15,490060,2,2,Hibernian,Aberdeen,Scotland Premier League
19725,19726,2008/2009,14,2008-11-15,490061,2,0,Kilmarnock,Dundee United,Scotland Premier League
19726,19727,2008/2009,14,2008-11-15,490062,0,1,Inverness Caledonian Thistle,Heart of Midlothian,Scotland Premier League
19727,19728,2008/2009,14,2008-11-15,490063,1,0,Falkirk,Motherwell,Scotland Premier League
19728,19729,2008/2009,14,2008-11-16,490064,1,2,Hamilton Academical FC,Celtic,Scotland Premier League
19729,19730,2008/2009,15,2008-11-22,490065,2,0,Rangers,Aberdeen,Scotland Premier League
19730,19731,2008/2009,15,2008-11-22,490066,1,1,Dundee United,Hamilton Academical FC,Scotland Premier League
19731,19732,2008/2009,15,2008-11-22,490067,1,4,Motherwell,Hibernian,Scotland Premier League
19732,19733,2008/2009,15,2008-11-22,490068,2,1,Heart of Midlothian,Falkirk,Scotland Premier League
19733,19734,2008/2009,15,2008-11-22,490069,1,2,Kilmarnock,Inverness Caledonian Thistle,Scotland Premier League
19734,19735,2008/2009,15,2008-11-22,490070,1,3,St. Mirren,Celtic,Scotland Premier League
19735,19736,2008/2009,16,2008-11-29,490071,1,0,Celtic,Inverness Caledonian Thistle,Scotland Premier League
19736,19737,2008/2009,16,2008-11-29,490072,2,1,Heart of Midlothian,Rangers,Scotland Premier League
19737,19738,2008/2009,16,2008-11-29,490073,2,0,Aberdeen,Motherwell,Scotland Premier League
19738,19739,2008/2009,16,2008-11-29,490074,0,2,St. Mirren,Dundee United,Scotland Premier League
19739,19740,2008/2009,16,2008-11-29,490075,1,1,Falkirk,Hibernian,Scotland Premier League
19740,19741,2008/2009,16,2008-11-29,490076,1,0,Hamilton Academical FC,Kilmarnock,Scotland Premier League
19741,19742,2008/2009,17,2008-12-06,490077,7,1,Rangers,Hamilton Academical FC,Scotland Premier League
19742,19743,2008/2009,17,2009-01-07,490078,1,0,Motherwell,Heart of Midlothian,Scotland Premier League
19743,19744,2008/2009,17,2008-12-07,490079,2,0,Hibernian,Celtic,Scotland Premier League
19744,19745,2008/2009,17,2009-01-13,490080,1,2,Kilmarnock,Aberdeen,Scotland Premier League
19745,19746,2008/2009,17,2008-12-06,490081,1,3,Inverness Caledonian Thistle,Dundee United,Scotland Premier League
19746,19747,2008/2009,17,2008-12-06,490082,1,2,Falkirk,St. Mirren,Scotland Premier League
19747,19748,2008/2009,18,2008-12-13,490083,1,1,Celtic,Heart of Midlothian,Scotland Premier League
19748,19749,2008/2009,18,2008-12-13,490084,2,2,Dundee United,Rangers,Scotland Premier League
19749,19750,2008/2009,18,2008-12-15,490085,0,2,Motherwell,Kilmarnock,Scotland Premier League
19750,19751,2008/2009,18,2008-12-13,490086,2,0,Hibernian,Hamilton Academical FC,Scotland Premier League
19751,19752,2008/2009,18,2008-12-13,490087,2,1,Aberdeen,Falkirk,Scotland Premier League
19752,19753,2008/2009,18,2008-12-13,490088,2,0,St. Mirren,Inverness Caledonian Thistle,Scotland Premier League
19753,19754,2008/2009,19,2008-12-20,490089,1,0,Rangers,Hibernian,Scotland Premier League
